"","V1","V2","V3"
"1587","Bronisùaw Geremek",2008,1077
"1588","Astrid Lindgreni",2008,NA
"1589","Peet Horma",2008,1624
"1590","Heinz Hoffmann",2008,656
"1591","Belo Horizonte",2008,2504
"1592","Estelle Getty",2008,1053
"1593","Bosnia ja Hertsegoviina",2008,28308
"1594","Bosnia ja Hertsegoviina Föderatsiooni",2008,NA
"1595","Mihhail Pugovkin",2008,1638
"1596","Peeter Palu",2008,1385
"1597","Mate Parlov",2008,683
"1598","Voldemar Öövel",2008,1760
"1599","Paul Kees",2008,2344
"1600","Aleksandr Solþenitsõn",2008,10037
"1601","Eri Kawai",2008,889
"1602","Fernand Meyssonnier",2008,510
"1603","Heinrich Aasamaa",2008,1300
"1604","Sebastian Coe",2008,2271
"1605","Elmar Gustaf Nyman",2008,855
"1606","Fred Sinowatz",2008,1026
"1607","Henri Cartan",2008,563
"1608","Victor Toweel",2008,326
"1609","Helge Uuetoa",2008,869
"1610","Algimantas Masiulis",2008,951
"1611","Levy Mwanawasa",2008,1618
"1612","Levy Mwanawasa",2008,1618
"1613","Paul Albert Teder",2008,800
"1614","Lembit Mägedi",2008,3333
"1615","Magomed Jevlojev",2008,952
"1616","Paula Padrik",2008,2335
"1617","Eduard Paukson",2008,1991
"1618","Ruth Paimre",2008,1116
"1619","David Foster Wallace",2008,1216
"1620","Gennadi Troðev",2008,908
"1621","Richard Wright",2008,1835
"1622","Andrei Volkonski",2008,3871
"1623","Hain Tankler",2008,1083
"1624","Mati Mark",2008,1428
"1625","Uno Laht",2008,8806
"1626","Vice Vukov",2008,112
"1627","Ruslan Jamadajev",2008,863
"1628","Paul Newman",2008,4344
"1629","Endel Lippus",2008,1702
"1630","Boriss Jefimov",2008,1342
"1631","Hans Richter",2008,809
"1632","Paavo Haavikko",2008,1251
"1633","Marcel Chevalier",2008,493
"1634","Aleksei Prokurorov",2008,1731
"1635","Vija Artmane",2008,1776
"1636","Jörg Haider",2008,2595
"1637","Hendrik Toompere",2008,18126
"1638","Dagmar Normet",2008,4261
"1639","Ülo Rooma",2008,686
"1640","Ere Kokkonen",2008,1415
"1641","Urmas Ott",2008,41838
"1642","Rudolf Pangsepp",2008,923
"1643","Rein Tomingas",2008,1365
"1644","Kustas Kikerpuu",2008,6867
"1645","Lembit Valt",2008,2607
"1646","David Karnosky",2008,607
"1647","Muslim Magomajev",2008,3143
"1648","Yma Sumac",2008,1769
"1649","A<U+1E29>mad al-Mîrghanî",2008,497
"1650","Hannes Valdma",2008,200
"1651","Miriam Makeba",2008,2548
"1652","Kristi Burman",2008,1655
"1653","Ants Ilus",2008,564
"1654","Paul Alvre",2008,2545
"1655","Salme Raunam",2008,1569
"1656","Edna Parker",2008,1030
"1657","J¸rn Utzon",2008,2681
"1658","Mikel Laboa",2008,847
"1659","Henry Molaison",2008,2689
"1660","Aleksius II",2008,7651
"1661","Robert Chandler",2008,447
"1662","Daniel Carleton Gajdusek",2008,2842
"1663","T<U+00E1>ssos Papadópoulos",2008,1283
"1664","Salme Nigol",2008,1530
"1665","Eva Aaver",2008,738
"1666","Peeter Ulas",2008,3264
"1667","Hans Henning Lüdig",2008,564
"1668","John Costelloe",2008,665
"1669","Olga Lepeðinskaja",2008,1255
"1670","Niina Sepp",2008,573
"1671","Lansana Conté",2008,1057
"1672","Hillar Nahkmann",2008,2246
"1673","Samuel Huntington",2008,2615
"1674","Harold Pinter",2008,5826
"1675","Andrus Ausmees",2008,834
"1676","Hardi-Erik Roosve",2008,761
"1677","Surnud 2007",2008,3269
"1678","Surnud 2009",2008,3509
"1679","<U+25BA>",2009,NA
"1680","Sündmused maailmas",2009,1775
"1681","Aarne Arvonen",2009,816
"1682","Nizâr Rayân",2009,554
"1683","<U+1E28>amâsi",2009,NA
"1684","Maria de Jesus",2009,737
"1685","Inger Christensen",2009,853
"1686","Osamu Ichikawa",2009,1571
"1687","Ryûzô Hiraki",2009,466
"1688","Ants Mölder",2009,1959
"1689","Andres Kasesalu",2009,940
"1690","Pika Hermanni torni",2009,NA
"1691","Luri Dini Ayu Safitri",2009,614
"1692","Kârlis Sebris",2009,1060
"1693","Claude Berri",2009,1115
"1694","Man<U+015F>ûr ar-Ra<U+1E29>bânî",2009,473
"1695","Veronika Dudarova",2009,844
"1696","Harri Asi",2009,1520
"1697","Leo Rwabwogo",2009,549
"1698","Andrew Wyeth",2009,1091
"1699","Anastassija Baburova",2009,711
"1700","Krista Kilvet",2009,4548
"1701","Mamadou Dia",2009,620
"1702","Ramaswamy Venkataraman",2009,992
"1703","John Updike",2009,4283
"1704","Erich Moik",2009,1042
"1705","Henn Rooneem",2009,991
"1706","Aloizs Tumiòð",2009,468
"1707","Ingemar Johansson",2009,1043
"1708","chan",2009,NA
"1709","Arnljot Eggen",2009,580
"1710","Gunnar Hololei",2009,3944
"1711","A<U+0163>-<U+0162>ayyib <U+015E>âli<U+1E29>",2009,641
"1712","Marie Boas Hall",2009,587
"1713","Sverre Fehn",2009,914
"1714","Harri Mürk",2009,950
"1715","Manea M<U+0103>nescu",2009,1101
"1716","Viktor Berthold",2009,1006
"1717","Herardo Kontreras",2009,1060
"1718","Batista Tagme Na Waie",2009,749
"1719","Jo<U+00E3>o Bernardo Vieira",2009,1114
"1720","Charlie Chaplini",2009,NA
"1721","Åke Lindman",2009,1224
"1722","Maarja Rooma",2009,924
"1723","Olev Pikknurm",2009,1137
"1724","Jan Arlazorov",2009,903
"1725","Aleksander Sarapuu",2009,1049
"1726","Clodovil Hernandes",2009,725
"1727","Ivar Veldre",2009,792
"1728","Rein Veetõusme",2009,977
"1729","Arne Bendiksen",2009,101
"1730","Arnold Meri",2009,7429
"1731","Erik Holm",2009,781
"1732","Sulim Jamadajev",2009,1561
"1733","Valdeko Vende",2009,1705
"1734","Alfred Pisuke",2009,1012
"1735","Ester Luiga",2009,774
"1736","Jevgeni Vesnik",2009,986
"1737","Maurice Druon",2009,1574
"1738","Thengiz Gudava",2009,593
"1739","Teet Saviauk",2009,1967
"1740","Tim Curry",2009,433
"1741","Beatrice Arthur",2009,1286
"1742","Steinar Lem",2009,567
"1743","Kaja Noodla",2009,1037
"1744","Erich Osvald Moor",2009,753
"1745","Meeri Säre",2009,956
"1746","Helmuth Luik",2009,685
"1747","Heino Sild",2009,3182
"1748","Ilmar Evert",2009,990
"1749","Helvi Sipilä",2009,515
"1750","Oleg Jankovski",2009,2770
"1751","Laine Villenthal",2009,1284
"1752","Roh Moo-hyun",2009,2013
"1753","Efrayim Katsir",2009,1090
"1754","Millvina Dean",2009,2233
"1755","John Campbell Ross",2009,606
"1756","Boriss Pokrovski",2009,2129
"1757","Ola Hudson",2009,1665
"1758","Jean Dausset",2009,2342
"1759","Omar Bongo",2009,1677
"1760","Georgi Vainer",2009,1386
"1761","Tomoji Tanabe",2009,539
"1762","Mihhail Beilinson",2009,1148
"1763","Ivar Rooks",2009,882
"1764","Jüri Pärni",2009,1015
"1765","Michael Jackson",2009,889125
"1766","Helmi Viikholm",2009,1710
"1767","Billy Mays",2009,1151
"1768","Jüri Kuum",2009,949
"1769","Ljudmila Zõkina",2009,2584
"1770","Johan Haabma",2009,542
"1771","Lembit Eelmäe",2009,6175
"1772","Jean-Baptiste Tati Loutard",2009,557
"1773","Endel Aaver",2009,692
"1774","Vassili Aksjonov",2009,1986
"1775","Arvo Eek",2009,1124
"1776","Bosnia ja Hertsegoviina",2009,28308
"1777","Amîn al-<U+1E28>âfiz<U+0327>",2009,1156
"1778","Brian Goodwin",2009,687
"1779","Leszek Koùakowski",2009,1938
"1780","Toivo Makk",2009,1357
"1781","Igor Kurve",2009,2904
"1782","Henry Allingham",2009,1212
"1783","Edward T. Hall",2009,1056
"1784","Uno Källe",2009,702
"1785","Talis Kitsing",2009,2042
"1786","Harry Patch",2009,912
"1787","Aksel Pajupuu",2009,1836
"1788","Arnold Ravel",2009,1514
"1789","Peeter Kaber",2009,1094
"1790","Corazon Aquino",2009,2101
"1791","Billy Lee Riley",2009,664
"1792","Manivald Noor",2009,695
"1793","Les Paul",2009,2111
"1794","Arseni Mölder",2009,2278
"1795","Kim Dae-jung",2009,4036
"1796","Semjon Farada",2009,918
"1797","Edward Goldsmith",2009,788
"1798","Baitullah Mehsud",2009,1360
"1799","Toni Sailer",2009,1122
"1800","Edward Kennedy",2009,2743
"1801","Mandé Sidibé",2009,573
"1802","Melanie Kaarma",2009,2165
"1803","Sergei Mihhalkov",2009,2331
"1804","Karl Aavik",2009,1083
"1805","Eino Krall",2009,1028
"1806","Eino Krall",2009,1028
"1807","Robert Helde",2009,1361
"1808","Indrek Jürjo",2009,2308
"1809","Gertrude Baines",2009,810
"1810","Einar Maasik",2009,2869
"1811","Norman Borlaug",2009,4176
"1812","Pille Valk",2009,2525
"1813","Patrick Swayze",2009,4606
"1814","Darren Sutherland",2009,557
"1815","Larissa Preobraþenskaja",2009,569
"1816","Ellen Leonova",2009,256
"1817","Leida Soom",2009,1166
"1818","Kalvi Aluve",2009,1475
"1819","Hindrek Meri",2009,4725
"1820","Othar Tðiladze",2009,531
"1821","Galina Leðkina",2009,1710
"1822","Vladimir Beekman",2009,13231
"1823","Veikko Huovinen",2009,1404
"1824","Izrail Gelfand",2009,278
"1825","Karin Jaani",2009,2857
